Operateur;X;Y;2G;3G;4G
20801;921818;6284109;1;1;1
20810;921820;6456066;1;1;0
20820;921821;6498063;1;1;1
20810;921821;6498063;1;1;1
20801;921823;6498075;1;1;0
20820;921827;6456029;1;1;1
20815;921827;6456029;0;1;1
20801;921827;6456033;1;1;0
20801;921880;6910366;1;1;1
20820;921904;6284171;1;1;1
20810;921904;6284171;1;1;1
20801;921907;6832106;1;1;0
20820;921907;6832108;1;1;0
20810;921907;6832108;1;1;0
20815;921907;6832109;0;1;0
20801;921908;6232259;1;1;0
20810;921909;6245019;1;1;1
20820;921948;6914778;1;1;1
20815;921949;6914779;0;1;1
20810;921955;6924882;1;1;1
20820;921965;6924875;1;1;1
20810;921969;6914827;1;1;1
20801;922007;6268594;1;1;1
20820;922007;6826528;1;1;1
20810;922007;6826528;1;1;1
20801;922015;6557675;1;1;0
20810;922024;6511985;1;1;1
20820;922024;6511986;1;1;1
20801;922024;6511987;1;1;1
20810;922048;6805781;1;0;0
20820;922048;6875377;1;1;1
20815;922048;6875378;0;1;1
20810;922053;6875358;1;1;1
20815;922058;6557678;0;1;0
20801;922078;6805719;1;1;0
20820;922088;6683247;1;1;1
20810;922138;6917015;1;1;1
20801;922142;6631491;1;1;1
20820;922175;6606004;1;1;1
20820;922181;6615688;1;1;1
20810;922181;6615688;1;1;0
20815;922192;6384801;0;1;1
20810;922192;6606045;1;1;1
20820;922193;6443164;1;1;1
20820;922201;6917052;1;1;1
20810;922206;6443206;1;1;1
20801;922230;6384811;1;1;1
20801;922236;6420140;1;0;0
20815;922267;6889139;0;1;1
20820;922275;6899521;1;1;1
20801;922277;6434303;1;1;0
20815;922277;6434304;0;1;1
20810;922281;6924291;1;1;1
20820;922288;6924207;1;1;1
20820;922289;6434295;1;1;1
20810;922289;6434295;1;1;1
20815;922289;6924208;0;1;1
20801;922304;6924209;0;1;0
20815;922323;6899533;0;1;1
20810;922331;6798302;1;1;0
20801;922332;6798301;0;1;0
20815;922332;6798303;0;1;0
20810;922334;6899549;1;1;0
20801;922428;6918626;1;1;1
20801;922448;6559562;1;1;0
20815;922495;6795406;0;1;1
20815;922497;6632428;0;1;1
20801;922501;6868966;0;1;0
20801;922511;6243816;1;1;0
20801;922604;6503349;1;1;0
20810;922605;6891332;1;1;1
20820;922617;6551972;1;1;1
20810;922617;6551972;1;1;1
20801;922621;6231306;1;1;1
20810;922630;6674430;1;1;0
20820;922637;6674468;1;0;0
20801;922637;6674468;1;1;1
20815;922642;6236756;0;1;1
20820;922662;6236834;1;1;1
20801;922676;6453352;1;1;1
20801;922706;6687905;1;1;0
20820;922706;6687906;1;1;1
20810;922715;6687907;1;1;1
20815;922716;6687855;0;1;1
20801;922723;6292088;1;1;0
20810;922725;6292089;1;1;0
20815;922728;6322790;0;1;1
20801;922738;6322780;1;1;0
20810;922741;6459779;1;1;1
20801;922741;6502603;1;1;0
20820;922768;6322707;1;1;1
20810;922768;6322707;1;1;1
20801;922771;6844448;1;1;0
20820;922771;6918816;1;1;1
20810;922771;6918816;1;1;1
20815;922775;6459791;0;1;1
20801;922784;6872297;1;1;1
20810;922786;6509357;1;1;1
20820;922786;6884887;1;1;0
20820;922789;6509362;1;1;1
20820;922812;6502618;1;1;1
20810;922812;6502618;1;1;1
20815;922812;6502619;0;1;1
20801;922814;6459777;1;1;1
20820;922838;6459759;1;1;1
20801;922874;6475792;1;1;0
20820;922876;6475807;1;1;0
20820;922883;6907535;1;1;1
20801;922902;6469233;1;1;0
20815;922937;6925001;0;1;1
20820;922970;6632815;1;1;1
20801;922970;6632815;1;1;1
20810;922981;6632805;1;1;1
20801;922995;6924953;1;1;1
20820;923030;6507087;1;1;1
20810;923030;6507087;1;1;1
20820;923031;6299143;1;1;1
20810;923031;6299143;1;1;1
20810;923042;6464137;1;1;1
20820;923045;6910573;1;1;1
20801;923056;6299054;1;1;0
20810;923061;6683192;1;1;0
20815;923062;6683193;0;1;0
20815;923076;6464093;0;1;1
20801;923091;6683197;1;1;1
20801;923095;6664624;1;1;0
20820;923095;6664625;1;1;0
20810;923095;6664625;1;1;0
20815;923095;6664626;0;1;0
20801;923108;6847731;1;1;1
20810;923136;6230039;1;1;0
20810;923147;6911127;1;1;1
20810;923148;6902249;1;1;0
20801;923149;6902249;1;1;0
20820;923197;6680384;1;1;0
20801;923205;6454529;1;1;0
20820;923218;6332516;1;1;1
20810;923218;6332516;1;1;1
20801;923299;6231944;1;1;1
20820;923331;6871798;1;1;1
20801;923339;6737161;1;1;1
20820;923339;6737163;1;1;1
20810;923339;6737163;1;1;1
20810;923351;6871794;1;1;1
20801;923361;6871801;1;1;0
20810;923369;6279325;1;1;0
20810;923371;6293905;1;1;0
20820;923373;6308230;1;1;1
20810;923376;6308239;1;1;1
20801;923386;6308515;1;1;1
20810;923412;6882911;1;1;0
20801;923421;6821257;1;1;1
20810;923429;6731777;1;1;1
20815;923429;6919558;0;1;1
20810;923437;6919540;1;1;1
20820;923444;6731772;1;1;1
20815;923444;6731773;0;1;0
20801;923449;6919587;1;1;1
20820;923468;6919553;1;1;1
20815;923472;6279131;0;1;0
20801;923473;6279131;0;1;0
20801;923497;6870950;1;1;1
20801;923562;6508986;1;1;1
20801;923579;6917907;1;1;1
20810;923583;6583411;1;1;0
20820;923587;6583387;1;1;0
20801;923587;6583387;1;1;0
20815;923587;6583388;0;1;0
20810;923607;6742207;1;1;0
20815;923619;6869778;0;1;1
20801;923629;6742175;0;1;0
20815;923630;6742177;0;1;0
20801;923643;6466225;0;1;0
20820;923684;6869627;1;1;1
20810;923687;6869631;1;1;1
20810;923717;6788947;1;1;1
20801;923741;6869811;1;1;1
20815;923760;6509131;0;1;1
20820;923765;6789079;1;1;1
20801;923779;6256127;1;1;1
20815;923794;6309846;0;1;1
20815;923800;6789042;0;1;1
20820;923820;6483746;1;1;1
20810;923820;6483746;1;1;1
20801;923828;6871407;1;1;1
20810;923834;6906138;1;1;1
20810;923856;6442926;1;1;0
20801;923857;6309810;1;1;1
20801;923858;6910279;1;1;1
20820;923867;6456536;1;1;1
20820;923873;6340006;1;1;1
20810;923873;6340006;1;1;1
20810;923883;6456535;1;1;1
20820;923884;6442931;1;1;0
20801;923893;6442943;1;1;0
20815;923894;6442944;0;1;1
20820;923931;6243330;1;1;1
20801;923954;6871824;1;1;1
20801;923976;6590097;1;1;0
20815;923985;6625506;0;1;0
20801;923986;6625520;1;1;1
20810;923988;6625506;1;1;0
20801;924010;6868177;1;1;0
20810;924025;6461705;1;1;1
20810;924028;6235926;1;1;1
20815;924031;6461708;0;1;0
20820;924041;6231520;1;1;1
20801;924042;6231519;1;1;1
20810;924051;6231516;1;1;1
20815;924061;6231456;0;1;1
20801;924064;6230393;1;1;1
20810;924079;6229342;1;1;1
20801;924101;6258477;1;1;0
20801;924104;6678352;1;1;0
20810;924113;6678362;1;1;1
20810;924119;6501356;1;1;1
20820;924119;6501364;1;1;1
20815;924119;6501365;0;1;1
20820;924129;6307183;1;1;1
20810;924129;6307183;1;1;1
20801;924205;6307490;1;1;1
20810;924206;6688013;0;1;0
20801;924219;6339981;1;1;1
20820;924228;6678459;1;1;1
20815;924228;6678459;0;1;0
20801;924240;6691221;1;1;1
20810;924246;6691212;1;1;0
20801;924251;6857277;1;1;1
20801;924254;6230773;0;1;1
20810;924255;6556946;1;1;1
20810;924259;6857281;1;1;1
20820;924260;6857284;1;1;1
20801;924262;6894504;1;1;1
20815;924286;6307464;0;1;0
20815;924301;6230751;0;1;1
20801;924304;6916821;1;1;0
20820;924306;6894487;1;1;1
20815;924316;6682263;0;1;1
20820;924324;6556998;1;1;1
20801;924324;6682271;1;1;1
20801;924341;6688133;1;1;0
20820;924381;6503990;1;1;1
20810;924386;6503988;1;1;1
20801;924395;6486209;1;1;0
20801;924419;6235069;1;1;1
20815;924442;6235087;0;1;1
20810;924461;6466137;0;0;1
20820;924465;6466134;1;1;1
20820;924490;6497388;1;1;1
20815;924491;6497389;0;1;1
20801;924491;6685199;1;1;1
20801;924492;6504470;0;1;0
20810;924493;6497368;1;1;1
20815;924494;6504457;0;1;1
20820;924509;6930141;1;1;1
20815;924514;6685220;0;1;1
20801;924521;6306854;1;1;1
20820;924522;6504492;1;1;0
20801;924524;6230054;1;1;1
20820;924526;6636886;1;1;0
20801;924526;6636886;0;1;0
20810;924526;6636886;1;1;0
20815;924526;6636887;0;1;0
20820;924533;6643976;1;1;1
20810;924533;6643976;1;1;1
20820;924540;6684410;1;1;1
20810;924541;6684018;1;1;0
20815;924549;6930098;0;1;0
20801;924552;6503471;1;1;1
20810;924553;6930098;1;1;1
20815;924564;6922926;0;1;1
20801;924584;6930131;1;1;1
20810;924598;6708942;1;1;0
20815;924599;6708942;0;1;0
20815;924620;6871706;0;1;1
20820;924634;6871697;1;1;1
20810;924634;6871697;1;1;1
20801;924636;6708922;0;1;0
20815;924653;6555182;0;1;1
20810;924662;6467176;1;1;1
20801;924662;6694688;1;1;0
20801;924663;6555179;1;1;0
20810;924667;6694686;1;1;0
20801;924676;6237634;1;1;1
20820;924680;6467194;1;1;1
20820;924711;6916914;0;1;0
20820;924731;6621791;1;1;1
20810;924731;6621791;1;1;1
20801;924741;6621790;1;1;0
20801;924747;6841387;1;1;0
20820;924747;6841389;1;1;0
20810;924747;6841391;1;1;0
20815;924754;6841389;0;1;1
20820;924769;6505597;1;0;0
20820;924775;6236583;1;1;1
20801;924787;6461313;1;1;1
20820;924816;6911614;1;1;1
20815;924817;6911615;0;1;0
20801;924825;6885685;1;1;1
20810;924825;6885687;1;1;0
20815;924825;6885688;0;1;1
20820;924831;6690278;1;1;1
20810;924832;6911612;1;1;1
20801;924850;6230773;0;0;0
20820;924876;6231240;1;1;1
20801;924880;6890811;0;1;1
20801;924881;6890234;1;1;1
20820;924900;6895226;1;1;1
20815;924904;6895243;0;1;1
20810;924915;6588960;1;1;0
20801;924917;6743922;1;1;0
20820;924917;6743923;1;1;0
20810;924918;6743927;1;1;0
20815;924919;6743928;0;1;0
20820;924924;6890814;1;1;1
20820;924935;6588960;1;1;1
20810;924936;6690510;1;1;0
20801;924942;6440676;1;0;0
20820;924951;6441097;1;1;0
20815;924952;6441097;0;1;1
20820;924954;6505087;1;1;1
20815;924956;6588991;0;1;1
20810;924960;6441093;1;1;0
20815;924961;6684172;0;1;1
20801;924962;6684139;1;1;1
20801;924966;6558381;1;0;0
20810;924968;6505094;1;1;1
20801;924971;6550636;1;1;0
20801;924972;6690496;1;0;0
20810;924986;6916922;1;1;1
20820;925009;6916892;1;1;1
20820;925018;6550627;1;1;0
20801;925039;6916915;0;1;0
20815;925040;6916901;0;1;0
20820;925069;6806185;1;1;0
20810;925069;6806185;0;1;0
20801;925070;6806183;0;1;0
20815;925070;6806185;0;1;0
20801;925083;6457954;1;0;0
20801;925098;6502948;1;1;1
20820;925125;6306260;1;1;1
20801;925136;6744283;0;1;0
20810;925141;6306299;1;1;1
20801;925146;6278198;1;0;0
20801;925172;6560052;1;1;1
20810;925191;6505835;1;1;1
20801;925193;6505835;1;1;1
20820;925193;6505873;1;1;1
20810;925202;6692706;1;1;1
20801;925203;6692708;1;1;1
20820;925203;6692710;1;1;1
20820;925208;6692716;1;1;0
20815;925210;6692742;0;1;1
20815;925211;6598818;0;1;1
20810;925211;6895758;1;1;1
20820;925222;6598830;1;1;1
20810;925222;6598833;1;1;1
20801;925233;6468171;1;1;1
20801;925251;6231356;1;1;1
20810;925252;6685886;1;1;0
20810;925256;6748183;1;1;0
20820;925261;6502353;1;1;1
20810;925266;6502361;1;1;1
20815;925286;6748267;0;1;0
20820;925288;6514420;1;1;1
20810;925291;6514412;1;1;1
20810;925306;6684569;1;1;0
20801;925322;6918027;0;1;1
20815;925322;6918030;0;1;1
20810;925323;6888396;1;1;1
20820;925326;6887802;1;1;1
20815;925333;6888397;0;1;0
20801;925342;6706330;0;1;0
20810;925342;6706330;1;1;0
20815;925343;6706331;0;1;0
20810;925351;6470147;1;1;1
20801;925351;6470160;1;1;1
20815;925353;6470162;0;1;1
20820;925355;6622626;1;0;0
20801;925356;6687868;1;1;1
20801;925409;6501733;1;1;1
20810;925419;6848197;1;1;1
20801;925422;6848191;1;1;0
20820;925422;6848198;1;0;0
20820;925431;6848175;1;1;1
20801;925448;6725316;1;1;0
20810;925458;6361629;1;1;0
20801;925466;6688038;0;1;0
20810;925466;6800060;1;1;0
20801;925467;6800059;0;1;0
20815;925467;6800061;0;1;0
20815;925471;6361633;0;1;1
20801;925471;6361633;1;1;1
20820;925476;6513787;1;1;1
20801;925494;6871618;1;1;0
20810;925505;6871628;1;1;0
20815;925507;6515027;0;1;1
20810;925520;6568338;1;1;0
20801;925525;6685236;1;1;0
20801;925527;6515009;1;1;0
20801;925533;6471093;1;1;1
20820;925534;6471188;1;1;1
20810;925534;6471188;1;1;1
20801;925540;6923101;1;1;0
20801;925548;6716671;1;1;1
20810;925548;6716712;1;1;0
20815;925565;6686424;0;1;1
20801;925595;6568301;1;1;0
20820;925605;6568313;1;1;1
20815;925619;6904206;0;1;1
20810;925621;6904207;1;1;0
20801;925624;6686503;1;1;0
20801;925631;6863806;1;1;0
20801;925634;6910523;1;1;0
20820;925665;6863763;1;1;1
20810;925665;6863763;1;1;1
20820;925681;6909070;1;1;1
20815;925681;6909071;0;1;0
20801;925682;6909068;1;1;1
20810;925690;6908996;1;1;1
20820;925708;6558584;1;1;0
20810;925710;6558588;1;0;0
20810;925723;6503016;1;1;1
20801;925728;6682975;1;0;0
20820;925743;6499609;1;1;1
20810;925743;6499612;1;1;1
20815;925744;6685832;0;1;1
20820;925749;6503004;1;1;1
20801;925756;6502743;1;1;1
20801;925779;6499660;1;1;1
20820;925784;6237789;1;1;1
20810;925796;6582974;1;1;1
20820;925799;6582972;1;1;1
20801;925832;6462888;0;1;1
20810;925842;6451515;1;1;1
20801;925842;6512803;1;1;1
20815;925846;6540163;0;1;1
20820;925855;6512802;1;1;1
20810;925855;6512802;1;1;1
20820;925865;6451578;1;1;1
20820;925883;6684783;1;1;1
20820;925893;6922137;1;1;1
20810;925893;6922137;1;1;1
20801;925900;6702652;0;1;0
20810;925900;6702652;1;1;0
20815;925900;6702653;0;1;0
20815;925909;6502789;0;1;1
20820;925930;6469286;1;1;1
20820;925948;6362770;1;0;0
20801;925956;6894565;1;1;1
20820;925961;6467060;1;1;0
20810;925970;6469304;1;1;1
20801;925976;6515016;1;1;1
20815;925977;6874541;0;1;0
20801;925981;6874446;1;1;1
20810;925988;6397195;1;1;0
20801;925993;6397191;0;1;0
20810;925996;6508537;1;1;1
20820;925999;6508542;1;1;1
20801;926000;6229014;1;1;1
20810;926006;6687564;1;1;0
20810;926017;6313364;1;1;0
20815;926017;6313365;0;1;1
20801;926021;6417404;1;1;0
20820;926024;6313373;1;1;0
20801;926025;6313373;1;1;0
20801;926037;6503155;1;1;1
20815;926044;6397093;0;1;0
20801;926051;6449930;1;1;0
20820;926073;6853621;1;1;1
20820;926075;6893892;1;0;0
20820;926085;6503446;1;1;1
20801;926086;6308842;1;1;0
20810;926091;6853609;1;1;1
20801;926099;6853616;1;1;1
20815;926100;6853619;0;1;1
20801;926150;6876012;1;1;1
20810;926158;6876014;1;1;1
20801;926162;6917005;1;1;1
20820;926165;6558161;1;1;1
20820;926168;6876015;1;1;1
20815;926168;6916233;0;1;1
20820;926176;6916229;1;1;1
20815;926177;6508682;0;1;1
20810;926177;6916238;1;1;1
20810;926181;6450417;1;1;1
20810;926182;6558181;1;1;1
20810;926186;6796576;1;1;1
20820;926186;6796591;1;1;1
20820;926196;6510807;1;1;1
20820;926207;6450414;1;1;1
20801;926226;6684880;0;1;0
20801;926228;6507664;1;0;0
20820;926234;6542074;1;1;1
20810;926234;6542074;1;1;1
20820;926237;6500606;1;1;1
20810;926237;6500611;1;1;1
20810;926240;6933918;1;1;1
20815;926249;6514959;0;1;1
20801;926251;6582341;1;1;0
20801;926252;6451487;1;1;1
20815;926257;6501401;0;1;1
20820;926260;6514959;1;1;1
20810;926264;6514952;1;1;1
20801;926271;6933915;1;1;1
20820;926276;6933921;1;1;1
20801;926281;6687564;0;1;1
20810;926283;6514094;1;1;1
20820;926286;6501379;1;1;1
20810;926288;6501359;1;1;1
20801;926303;6450185;1;1;1
20820;926303;6487741;1;1;1
20810;926303;6487741;1;1;1
20801;926303;6514038;1;1;1
20820;926307;6927521;1;1;1
20801;926310;6914705;1;1;1
20810;926311;6927508;1;1;1
20810;926315;6515557;1;1;1
20820;926315;6515570;1;1;1
20815;926318;6684933;0;1;1
20820;926327;6514093;1;1;1
20801;926331;6515696;1;1;1
20801;926337;6500619;1;1;0
20815;926338;6515689;0;1;1
20815;926341;6499816;0;1;1
20820;926361;6502540;1;1;1
20810;926365;6502542;1;1;1
20815;926381;6686801;0;1;1
20810;926386;6686139;0;1;0
20810;926397;6691144;1;1;0
20815;926398;6691149;0;1;1
20810;926399;6229909;1;1;1
20820;926401;6686935;1;1;1
20801;926406;6513238;1;1;1
20801;926414;6304275;0;1;1
20801;926432;6448963;1;1;0
20801;926435;6691182;1;1;1
20820;926444;6780064;1;1;1
20810;926444;6780064;1;1;1
20820;926449;6499779;1;1;1
20810;926449;6499779;1;1;1
20801;926464;6779966;1;1;1
20810;926481;6631993;1;1;1
20820;926482;6631994;1;1;1
20801;926486;6685770;1;1;1
20820;926490;6618279;1;1;1
20810;926490;6618279;1;1;1
20820;926491;6463701;1;1;1
20801;926497;6463696;1;1;1
20815;926499;6463702;0;1;1
20820;926500;6885597;1;1;1
20810;926509;6683170;1;1;0
20815;926550;6231424;0;1;0
20801;926553;6885590;1;1;1
20810;926557;6231422;1;1;1
20810;926569;6463761;1;1;1
20801;926578;6636658;0;1;0
20820;926578;6636659;1;1;0
20815;926578;6636659;0;1;0
20810;926578;6636659;1;1;0
20820;926593;6304087;1;1;1
20801;926612;6224062;1;1;1
20820;926615;6224073;1;1;1
20810;926618;6224088;1;1;1
20810;926630;6304060;1;1;1
20815;926634;6510797;0;1;1
20815;926638;6683217;0;1;1
20820;926642;6683222;1;1;1
20801;926646;6683247;1;1;1
20801;926676;6686394;1;1;0
20810;926690;6510800;1;1;1
20801;926693;6696426;1;0;0
20820;926694;6904930;1;1;0
20820;926704;6517821;1;1;1
20801;926709;6895775;1;1;1
20820;926709;6895777;1;1;1
20810;926711;6895765;1;1;1
20801;926712;6689548;1;1;0
20820;926712;6689549;1;1;1
20801;926712;6910924;0;1;1
20815;926713;6689550;0;1;1
20815;926715;6895765;0;1;1
20801;926725;6510867;1;1;1
20815;926729;6295773;0;1;1
20801;926730;6904907;1;1;1
20801;926746;6861523;1;1;0
20810;926748;6517868;1;1;1
20801;926777;6243108;0;1;0
20801;926777;6243108;0;1;0
20810;926787;6295748;1;1;0
20801;926801;6680011;1;1;0
20810;926811;6680005;1;1;0
20820;926811;6680008;1;1;0
20801;926819;6890945;1;1;1
20820;926823;6295787;1;1;0
20801;926825;6502351;1;1;1
20801;926827;6295801;1;1;0
20801;926833;6236971;1;1;0
20815;926844;6236989;0;1;1
20801;926845;6509113;0;1;0
20810;926845;6861152;1;1;1
20820;926847;6928655;1;1;1
20820;926848;6918309;1;1;1
20810;926848;6918309;1;1;1
20815;926852;6505519;0;1;1
20801;926855;6918261;1;1;1
20810;926855;6928655;1;1;1
20815;926857;6861148;0;1;1
20801;926863;6862318;1;1;1
20815;926867;6918234;0;1;1
20810;926892;6237037;1;1;1
20801;926906;6928599;1;1;0
20810;926922;6891578;1;1;1
20820;926929;6891586;1;1;1
20815;926939;6686223;0;1;1
20820;926945;6497560;1;1;1
20801;926945;6907754;1;0;0
20810;926950;6497557;1;1;1
20801;926953;6514172;1;1;1
20810;926959;6514122;1;1;1
20815;926961;6514120;0;1;1
20820;926963;6907747;0;1;0
20810;926965;6907735;1;1;1
20820;926966;6514153;1;1;1
20801;926966;6689729;1;0;0
20820;926973;6501229;1;1;1
20810;926974;6501214;1;1;1
20801;926976;6501213;1;1;1
20820;926982;6612435;1;1;1
20801;926987;6612438;1;1;1
20801;927002;6687071;1;1;1
20810;927005;6612450;1;1;1
20815;927023;6517950;0;1;1
20810;927023;6689662;1;1;0
20810;927029;6534601;1;1;1
20815;927030;6534597;0;1;1
20815;927035;6687014;0;1;1
20820;927037;6534585;1;1;1
20801;927039;6534585;1;1;0
20820;927076;6881901;1;1;1
20801;927083;6500188;0;0;0
20820;927083;6506242;1;1;1
20810;927093;6506228;1;1;1
20820;927101;6879631;1;1;1
20810;927101;6879631;1;1;1
20820;927119;6254714;1;1;1
20801;927121;6881887;1;1;1
20810;927121;6881890;1;1;1
20810;927125;6242192;1;1;1
20815;927130;6242197;0;1;1
20801;927137;6242168;1;0;0
20801;927137;6500029;1;1;1
20815;927138;6254711;0;1;1
20801;927142;6570747;1;1;0
20820;927151;6242228;1;1;1
20810;927152;6686597;1;1;0
20801;927158;6230942;1;1;1
20815;927163;6499973;0;1;1
20801;927167;6504189;1;1;1
20810;927169;6254728;1;1;1
20801;927169;6517183;1;1;1
20801;927241;6840762;1;1;0
20810;927244;6840752;1;1;1
20801;927250;6228968;1;1;1
20801;927254;6918914;0;1;1
20820;927256;6840754;1;1;1
20815;927256;6840754;0;1;1
20810;927261;6923250;1;1;1
20820;927263;6923259;1;1;1
20801;927264;6923256;1;1;1
20815;927264;6923260;0;1;1
20820;927265;6659201;1;1;0
20801;927265;6659201;1;1;0
20810;927265;6659201;1;1;0
20815;927265;6659202;0;1;0
20820;927291;6504118;1;1;1
20810;927294;6504097;1;1;1
20801;927300;6501046;1;1;0
20801;927301;6243225;1;1;0
20801;927301;6243225;0;1;0
20820;927304;6687344;1;1;1
20810;927310;6687351;1;1;0
20820;927313;6500871;1;1;1
20810;927318;6500871;1;1;1
20810;927320;6501268;1;1;0
20801;927321;6501257;1;1;1
20815;927334;6228964;0;1;1
20801;927338;6898900;1;1;1
20820;927345;6503436;1;1;0
20815;927349;6267787;0;1;1
20801;927354;6913117;1;1;1
20815;927355;6913151;0;1;1
20810;927369;6243195;1;1;0
20801;927381;6227873;1;1;1
20810;927385;6227871;1;1;1
20820;927390;6913157;1;1;1
20810;927404;6267832;1;1;0
20810;927417;6894262;0;1;0
20820;927419;6267821;1;1;1
20801;927424;6893263;1;1;1
20820;927444;6435570;1;1;0
20810;927444;6435570;1;1;0
20801;927445;6435569;0;1;0
20815;927445;6435570;0;1;0
20820;927478;6900201;1;1;1
20801;927479;6894946;1;1;1
20815;927479;6900202;0;1;1
20801;927484;6891518;1;1;1
20801;927485;6591082;1;1;0
20820;927492;6243136;1;1;0
20810;927496;6900193;1;1;1
20820;927514;6665681;1;1;0
20801;927514;6665681;1;1;0
20820;927519;6474059;1;1;1
20810;927519;6665677;1;1;0
20815;927520;6665678;0;1;0
20820;927526;6859380;1;1;1
20815;927527;6503140;0;1;1
20815;927527;6859380;0;1;1
20810;927528;6474066;1;1;0
20801;927530;6474062;1;1;0
20820;927532;6503133;1;1;1
20801;927540;6688569;1;1;1
20801;927541;6685206;1;1;0
20810;927542;6503137;1;1;1
20801;927548;6855016;1;1;1
20801;927552;6267772;1;1;0
20810;927553;6909496;1;1;1
20810;927557;6859375;1;1;1
20801;927599;6909467;1;1;0
20801;927603;6236626;1;1;1
20801;927609;6465706;1;1;1
20820;927617;6499679;1;1;1
20810;927617;6499679;1;1;1
20820;927630;6691976;1;1;1
20810;927656;6889761;1;1;1
20801;927659;6889768;1;1;0
20820;927660;6686104;1;1;1
20801;927662;6629837;1;1;0
20801;927679;6500568;0;0;0
20810;927680;6688733;1;1;0
20820;927689;6889805;1;1;1
20820;927733;6229696;1;1;1
20820;927760;6909713;1;1;1
20801;927772;6685877;1;1;1
20801;927815;6229766;1;1;1
20801;927816;6512319;1;1;1
20801;927821;6515187;1;1;1
20820;927828;6920853;1;1;1
20810;927828;6920853;1;1;1
20815;927834;6920841;0;1;1
20801;927836;6267120;1;1;0
20801;927842;6920848;1;1;1
20815;927843;6687975;0;1;1
20815;927844;6501438;0;1;1
20820;927852;6500645;1;1;0
20815;927852;6515364;0;1;1
20801;927852;6921683;1;1;1
20801;927856;6687831;1;1;1
20820;927857;6687826;1;1;1
20810;927868;6687814;0;1;0
20815;927888;6688731;0;1;1
20801;927888;6688784;1;1;0
20801;927892;6907149;1;1;1
20820;927892;6907177;0;1;0
20820;927912;6860671;1;1;1
20820;927920;6749065;1;1;0
20810;927920;6749065;1;1;0
20801;927921;6749063;1;1;0
20815;927921;6749065;0;1;0
20820;927943;6243684;1;0;0
20801;927951;6313261;1;1;1
20815;927965;6686228;0;1;1
20801;927997;6928365;1;1;1
20820;928008;6928356;1;1;1
20810;928008;6928356;1;1;1
20820;928016;6383018;1;1;0
20810;928016;6383018;1;1;0
20815;928017;6383018;0;1;0
20801;928017;6383018;0;1;0
20810;928018;6907757;1;1;1
20801;928038;6909476;0;1;1
20820;928052;6634208;1;1;1
20820;928053;6818971;1;1;1
20820;928054;6500633;1;1;1
20810;928054;6634209;1;1;1
20801;928057;6917038;0;1;1
20815;928057;6917041;0;1;1
20810;928058;6500634;1;1;1
20810;928061;6818973;1;1;1
20810;928063;6685763;0;1;0
20815;928104;6451648;0;1;1
20815;928105;6533469;0;1;1
20801;928108;6228525;1;1;1
20801;928108;6497551;0;1;0
20820;928122;6451643;1;1;1
20810;928131;6451620;1;1;1
20801;928132;6686296;1;1;1
20801;928154;6735758;1;1;0
20820;928156;6500194;1;1;1
20810;928161;6500194;1;1;1
20801;928168;6502722;1;0;0
20815;928174;6230614;0;1;0
20820;928175;6230618;1;1;1
20820;928203;6502692;1;1;1
20801;928210;6500087;1;1;1
20815;928212;6502693;0;1;1
20810;928219;6513246;1;1;1
20801;928226;6696249;0;1;0
20810;928228;6502780;1;1;1
20820;928229;6513302;1;1;1
20815;928230;6513303;0;1;0
20801;928237;6230611;1;1;1
20815;928238;6466239;0;1;1
20820;928239;6837747;1;1;1
20810;928239;6837747;1;1;1
20820;928248;6686711;1;1;0
20815;928251;6573286;0;1;1
20810;928251;6573288;1;1;0
20801;928251;6825113;1;1;1
20820;928251;6825122;1;1;1
20810;928259;6825118;1;1;1
20815;928269;6825145;0;1;1
20815;928276;6358288;0;1;1
20820;928279;6358292;1;1;1
20810;928279;6358292;1;1;1
20810;928288;6687187;1;1;0
20820;928300;6696223;1;1;0
20815;928300;6696224;0;1;1
20815;928319;6229186;0;1;1
20810;928321;6229186;1;1;1
20801;928323;6229188;0;1;1
20801;928338;6223638;1;1;1
20820;928357;6223649;1;1;1
20810;928358;6223646;1;1;1
20820;928365;6895821;1;1;1
20810;928376;6386659;1;1;0
20801;928376;6884840;1;1;1
20815;928377;6895807;0;1;1
20801;928383;6500649;1;1;1
20820;928393;6892980;1;1;1
20801;928402;6686593;1;0;0
20810;928403;6893013;1;1;1
20820;928415;6236658;1;1;1
20810;928428;6921886;1;1;0
20801;928442;6686340;1;0;0
20810;928465;6688443;0;1;0
20801;928468;6688440;1;1;1
20820;928490;6684086;1;1;1
20801;928501;6684061;1;1;1
20801;928515;6686244;0;1;1
20815;928523;6688762;0;1;0
20801;928524;6911318;1;1;1
20820;928528;6911326;1;1;1
20815;928532;6911322;0;1;1
20810;928533;6911321;1;1;1
20801;928537;6686034;0;1;1
20801;928566;6686450;1;0;0
20801;928569;6686207;1;0;0
20820;928579;6686440;1;1;0
20820;928601;6510814;1;1;1
20810;928601;6510814;1;1;1
20801;928607;6903502;1;1;1
20820;928609;6686917;1;1;1
20815;928610;6686917;0;1;1
20815;928620;6500612;0;1;1
20820;928621;6228798;1;1;1
20815;928622;6228799;0;1;1
20801;928624;6687267;1;1;1
20815;928663;6467917;0;1;1
20820;928670;6919630;1;1;1
20810;928672;6919624;1;1;1
20801;928673;6711355;0;1;0
